id,name,archived,payerId,createdAt,updatedAt
12288,UNICARE,f,80314,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12289,Uniform Medical Plan/Centra,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12290,Union Pacific Railroad Employees,f,87042,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12291,Unison Health Plan of Delaware - Remit  purpose,f,39187,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12292,United health Integrated Services,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12293,UnitedHealthcare,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12294,United Medical Resources,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12295,United of Omaha,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12296,United States Automobile Association (USAA) - Property & Casualty Only,f,74095,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12297,United Teacher Assoc Ins Co,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12298,United Teacher Assoc Ins Co- Medicare Supplement,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12299,UnitedHealthcare Community Plan / NJ,f,86047,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12300,"UnitedHealthcare Medicare Solutions / Care Improvement Plus (CIP), XLHealth ",f,77082,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12301,UnitedHealthcare Nevada Market,f,76342,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12302,UnitedHealthcare StudentResources,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12303,UnitedHealthOne (American Medical Security),f,81400,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12304,Unity Health Insurance,f,Z0052,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12305,Universal Care of California,f,33001,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12306,University Family Care,f,9830,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12307,University of Utah Health Plans (Healthy U),f,Z1030,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12308,University Physicians Care Advantage,f,9830,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12309,UPMC Health Plan,f,23281,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12310,US Health and Life,f,38259,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12311,VA Fee Basis Program,f,12115,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12312,"Vantage Health Plan, Inc. ",f,72128,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12313,Vencor,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12314,Visiting Nurses Service,f,77073,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12315,Viva Health Plan,f,63114,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12316,VNSNY CHOICE Medicare,f,77073,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12317,Vytra Healthcare,f,22264,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12318,Washington Coordinated Care,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12319,Watkins Associated Industries Inc,f,60054,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12320,Wausau Benefits,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12321,WEBTPA,f,75261,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12322,Well Sense,f,13337,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12323,"Wellcare HMO, Inc. ",f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12324,Wellcare of Georgia,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12325,Wellcare of Iowa,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12326,Wellcare of Kentucky,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12327,Wellcare of Louisiana,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12328,Wellcare of Nebraska,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12329,Wellcare of New York,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12330,Wellcare of South Carolina,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12331,West Virginia Family Health Plan,f,45276,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12332,Western ,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12333,Windsor Health Plan,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12334,Writers Guild,f,SB040,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12335,XL Health / Care Improvement Plus,f,77082,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12336,YourCare (formerly Monroe Plan for Medical Care),f,15003,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11381,Anthem,f,ZBOH0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12337,UHC,f,87726,2018-10-23 23:59:51.551288+00,2018-10-23 23:59:51.551288+00
11564,Cigna,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11409,BCBS Colorado,f,SB550,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11410,BCBS Connecticut - Anthem,f,SB560,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11411,BCBS DC and National Capital Area,f,SB580,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11412,BCBS Delaware,f,SB570,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11413,BCBS Florida,f,SB590,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11414,BCBS Georgia Columbus,f,SB601,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11415,BCBS Hawaii,f,SB971,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11416,BCBS Illinois,f,SB621,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11417,BCBS Indiana,f,ZBIN0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11418,BCBS Iowa - Wellmark,f,SB640,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11419,BCBS Kansas,f,SB650,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11420,BCBS Kansas City,f,SB740,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11421,BCBS Kentucky,f,ZBKY0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11422,BCBS Louisiana,f,SB670,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11423,BCBS Maine,f,SB680,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11424,BCBS Maryland - CareFirst,f,SB690,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11425,BCBS Massachusetts,f,SB700,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11426,BCBS Michigan,f,SB710,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11427,BCBS Minnesota,f,SB720,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11428,BCBS Mississippi,f,SB730,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11429,BCBS Missouri,f,SB741,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11430,BCBS Nebraska,f,SB760,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11431,BCBS Nevada,f,SB765,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11432,BCBS New Hampshire,f,SB770,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11433,BCBS New Jersey,f,22099,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11434,BCBS New Mexico,f,SB790,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11435,BCBS New York Central Syracuse,f,SB805,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11436,BCBS New York Empire,f,SB803,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11437,BCBS New York Northeastern,f,SB800,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11438,BCBS New York Rochester,f,SB804,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11439,BCBS New York Utica-Watertown,f,SB806,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11440,BCBS New York Western,f,SB801,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11441,BCBS North Carolina,f,SB810,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11442,BCBS North Dakota,f,SB820,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11443,BCBS Oklahoma,f,SB840,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11444,BCBS Pennsylvania - Highmark,f,SB865,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11445,BCBS Puerto Rico,f,Z0065,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11446,BCBS Rhode Island,f,7420,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11447,BCBS South Carolina,f,SB880,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11448,BCBS South Dakota,f,2490,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11449,BCBS Tennessee Chattanooga,f,SB890,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11450,BCBS Texas,f,SB900,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11451,BCBS Utah - Regence,f,SB910,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11452,BCBS Vermont,f,SB915,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11453,BCBS Virginia - Anthem,f,SB923,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11454,BCBS Washington - Regence,f,7451,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11455,BCBS West Virginia - Mountain State,f,SB941,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11456,BCBS Wisconsin,f,SB950,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11457,BCBS Wyoming,f,SB960,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
